"job_schedule_type","job_count","avg_yearly_salary","avg_hourly_salary"
"Full-time","79","92500.000000000000",NULL
"Full-time","1","92470.000000000000",NULL
"Full-time","1","92459.898437500000",NULL
"Full-time","3","92433.000000000000",NULL
"Full-time and Contractor","1","92305.062500000000",NULL
"Full-time","1","92300.000000000000",NULL
"Full-time","1","92238.500000000000",NULL
"Full-time","1","92219.312500000000",NULL
"Full-time","1","92187.000000000000",NULL
"Full-time","1","92153.000000000000",NULL
"Full-time","1","92088.000000000000",NULL
"Full-time","3","92058.000000000000",NULL
"Full-time","2","92050.000000000000",NULL
"Full-time","1","92036.234375000000",NULL
"Contractor","1","92000.000000000000",NULL
"Full-time","4","92000.000000000000",NULL
"Full-time","4","91960.000000000000",NULL
"Full-time","1","91950.000000000000",NULL
"Full-time","1","91846.500000000000",NULL
"Full-time","7","91800.000000000000",NULL
"Full-time","2","91750.000000000000",NULL
"Full-time","1","91700.000000000000",NULL
"Full-time","2","91509.601562500000",NULL
"Full-time","4","91500.000000000000",NULL
"Full-time","1","91250.000000000000",NULL
"Full-time and Contractor","1","91250.000000000000",NULL
"Full-time","1","91239.500000000000",NULL
"Full-time","1","91239.203125000000",NULL
"Full-time","3","91100.000000000000",NULL
"Contractor","1","91000.000000000000",NULL
"Full-time","7","91000.000000000000",NULL
"Full-time","1","90950.000000000000",NULL
"Full-time","1","90940.000000000000",NULL
"Full-time","1","90931.000000000000",NULL
"Full-time","1","90900.000000000000",NULL
"Full-time","1","90792.000000000000",NULL
"Full-time","1","90753.500000000000",NULL
"Full-time","37","90670.000000000000",NULL
"Full-time","1","90612.601562500000",NULL
"Full-time","1","90601.000000000000",NULL
"Full-time","1","90542.500000000000",NULL
"Full-time","3","90500.000000000000",NULL
"Full-time","1","90490.000000000000",NULL
"Full-time","1","90465.000000000000",NULL
"Full-time","1","90460.109375000000",NULL
"Contractor","1","90425.609375000000",NULL
NULL,"1","90379.000000000000",NULL
"Full-time","4","90300.000000000000",NULL
"Full-time","7","90250.000000000000",NULL
"Full-time","4","90200.000000000000",NULL
"Full-time","1","90132.000000000000",NULL
"Full-time","1","90000.500000000000",NULL
"Full-time","1055","90000.000000000000",NULL
"Full-time and Part-time","2","90000.000000000000",NULL
NULL,"1","90000.000000000000",NULL
"Contractor and Temp work","1","90000.000000000000",NULL
"Contractor","11","90000.000000000000",NULL
"Full-time and Temp work","1","90000.000000000000",NULL
"Full-time","1","89978.500000000000",NULL
"Full-time","1","89952.000000000000",NULL
"Full-time","1","89879.000000000000",NULL
"Full-time","8","89833.500000000000",NULL
"Full-time","1","89830.000000000000",NULL
"Full-time","1","89824.796875000000",NULL
"Full-time","1","89796.000000000000",NULL
"Full-time","1","89777.000000000000",NULL
"Full-time","2","89547.500000000000",NULL
"Full-time","4","89500.000000000000",NULL
"Full-time","1","89396.500000000000",NULL
"Full-time","2","89315.203125000000",NULL
"Full-time","1","89300.000000000000",NULL
"Full-time","1","89250.000000000000",NULL
"Full-time","1","89212.500000000000",NULL
"Full-time","10","89204.000000000000",NULL
"Full-time","1","89150.000000000000",NULL
"Full-time","1","89146.500000000000",NULL
"Full-time","2","89118.000000000000",NULL
"Full-time","1","89111.750000000000",NULL
"Full-time","300","89100.000000000000",NULL
"Part-time","1","89100.000000000000",NULL
"Contractor","1","89100.000000000000",NULL
"Full-time","1","89076.000000000000",NULL
"Full-time","1","89019.000000000000",NULL
"Full-time","10","89000.000000000000",NULL
"Full-time","1","88900.000000000000",NULL
"Full-time","1","88828.000000000000",NULL
"Full-time","4","88791.000000000000",NULL
"Full-time","1","88750.000000000000",NULL
"Full-time and Contractor","1","88708.000000000000",NULL
"Full-time","1","88694.000000000000",NULL
"Full-time","1","88685.000000000000",NULL
"Full-time","1","88602.500000000000",NULL
"Full-time","1","88535.000000000000",NULL
"Full-time","1","88516.500000000000",NULL
"Full-time","1","88513.554687500000",NULL
"Full-time","2","88512.500000000000",NULL
"Full-time","7","88500.000000000000",NULL
"Full-time","1","88480.000000000000",NULL
"Full-time","1","88437.500000000000",NULL
"Full-time","2","88393.500000000000",NULL
"Full-time","1","88365.031250000000",NULL
"Full-time","1","88300.000000000000",NULL
"Full-time","1","88255.000000000000",NULL
"Full-time","2","88250.000000000000",NULL
"Full-time","1","88200.000000000000",NULL
"Full-time","47","88128.000000000000",NULL
"Full-time","1","88082.750000000000",NULL
"Full-time","1","88009.500000000000",NULL
"Full-time","7","88000.000000000000",NULL
"Full-time","2","87950.000000000000",NULL
"Full-time and Part-time","1","87917.500000000000",NULL
"Full-time","1","87917.500000000000",NULL
"Full-time","2","87900.000000000000",NULL
"Full-time","1","87855.000000000000",NULL
"Full-time","1","87809.804687500000",NULL
"Full-time","1","87771.500000000000",NULL
"Full-time","3","87761.000000000000",NULL
"Full-time","2","87750.000000000000",NULL
"Full-time","13","87705.000000000000",NULL
"Full-time","3","87600.000000000000",NULL
"Full-time","3","87555.000000000000",NULL
"Full-time","1","87526.000000000000",NULL
"Full-time","1","87503.718750000000",NULL
"Full-time and Part-time","1","87500.000000000000",NULL
"Contractor","1","87500.000000000000",NULL
"Full-time","102","87500.000000000000",NULL
"Full-time","3","87499.500000000000",NULL
"Full-time","2","87472.000000000000",NULL
"Full-time","1","87450.000000000000",NULL
"Full-time","1","87400.000000000000",NULL
"Full-time","1","87350.000000000000",NULL
"Full-time","4","87307.500000000000",NULL
"Full-time","1","87250.000000000000",NULL
"Full-time","1","87204.781250000000",NULL
"Full-time","1","87200.000000000000",NULL
"Full-time","1","87194.500000000000",NULL
"Full-time","1","87120.000000000000",NULL
"Full-time and Part-time","1","87051.500000000000",NULL
"Full-time","1","87027.500000000000",NULL
"Full-time","1","87020.000000000000",NULL
"Full-time","1","87006.375000000000",NULL
"Full-time and Internship","1","87000.000000000000",NULL
"Internship","1","87000.000000000000",NULL
"Contractor","1","87000.000000000000",NULL
"Full-time","10","87000.000000000000",NULL
"Full-time and Part-time","1","86962.000000000000",NULL
"Full-time","1","86940.000000000000",NULL
"Full-time","1","86902.000000000000",NULL
"Full-time","1","86870.500000000000",NULL
"Full-time","1","86800.000000000000",NULL
"Full-time","3","86732.500000000000",NULL
"Full-time","1","86611.000000000000",NULL
"Full-time and Per diem","1","86521.000000000000",NULL
"Full-time and Contractor","1","86500.000000000000",NULL
"Full-time, Contractor, and Temp work","2","86500.000000000000",NULL
"Full-time","15","86500.000000000000",NULL
"Full-time","1","86450.000000000000",NULL
"Full-time","12","86400.000000000000",NULL
"Full-time","1","86399.500000000000",NULL
"Full-time","1","86375.000000000000",NULL
"Full-time","1","86373.468750000000",NULL
"Full-time","2","86300.000000000000",NULL
"Full-time","1","86293.000000000000",NULL
"Full-time","1","86204.500000000000",NULL
"Full-time","1","86157.500000000000",NULL
"Full-time","1","86150.000000000000",NULL
"Full-time","2","86093.757812500000",NULL
"Full-time","10","86000.000000000000",NULL
"Contractor","1","86000.000000000000",NULL
"Full-time","1","85995.000000000000",NULL
"Full-time","1","85800.000000000000",NULL
"Full-time","1","85765.000000000000",NULL
"Full-time","2","85764.000000000000",NULL
"Full-time","1","85750.000000000000",NULL
"Full-time","1","85721.500000000000",NULL
"Full-time","4","85600.000000000000",NULL
"Full-time and Part-time","2","85600.000000000000",NULL
"Full-time","1","85550.000000000000",NULL
"Full-time","1","85508.000000000000",NULL
"Full-time","3","85500.000000000000",NULL
"Full-time","2","85450.000000000000",NULL
"Full-time and Part-time","1","85414.812500000000",NULL
"Full-time","1","85395.875000000000",NULL
"Full-time","1","85375.000000000000",NULL
"Full-time","1","85332.000000000000",NULL
"Contractor","1","85310.000000000000",NULL
"Full-time","1","85240.000000000000",NULL
"Full-time","1","85218.500000000000",NULL
"Full-time","1","85215.000000000000",NULL
"Full-time","1","85205.000000000000",NULL
"Full-time","1","85166.000000000000",NULL
"Full-time","1","85152.000000000000",NULL
"Full-time","4","85132.500000000000",NULL
"Full-time","1","85050.000000000000",NULL
"Full-time","205","85000.000000000000",NULL
"Full-time and Contractor","2","85000.000000000000",NULL
"Contractor","7","85000.000000000000",NULL
"Contractor and Temp work","1","85000.000000000000",NULL
"Full-time","1","84950.000000000000",NULL
"Full-time","1","84920.000000000000",NULL
"Full-time","1","84859.500000000000",NULL
"Full-time","3","84850.000000000000",NULL
"Full-time","1","84809.281250000000",NULL
"Full-time","5","84800.000000000000",NULL
"Full-time","1","84725.500000000000",NULL
"Full-time","1","84700.000000000000",NULL
"Full-time","1","84692.000000000000",NULL
"Full-time and Part-time","1","84683.000000000000",NULL
"Full-time","1","84668.000000000000",NULL
"Full-time","1","84620.000000000000",NULL
"Full-time","1","84555.000000000000",NULL
"Full-time","2","84541.593750000000",NULL
"Full-time","1","84519.000000000000",NULL
"Full-time","14","84500.000000000000",NULL
"Full-time","1","84479.000000000000",NULL
"Full-time","2","84410.000000000000",NULL
"Full-time","1","84305.000000000000",NULL
"Full-time","1","84271.929687500000",NULL
"Full-time","1","84200.000000000000",NULL
"Full-time","1","84157.000000000000",NULL
"Full-time","2","84150.000000000000",NULL
"Full-time","1","84069.000000000000",NULL
"Full-time","1","84039.000000000000",NULL
"Internship","1","84000.000000000000",NULL
"Full-time","23","84000.000000000000",NULL
"Full-time and Internship","1","84000.000000000000",NULL
"Full-time","1","83950.000000000000",NULL
"Full-time","1","83919.000000000000",NULL
"Full-time","1","83908.500000000000",NULL
"Full-time","1","83905.500000000000",NULL
"Full-time","1","83900.000000000000",NULL
"Full-time and Part-time","4","83897.000000000000",NULL
"Full-time","4","83862.500000000000",NULL
"Full-time","1","83855.000000000000",NULL
"Full-time","1","83850.000000000000",NULL
"Full-time","1","83800.000000000000",NULL
"Full-time","2","83793.000000000000",NULL
"Full-time","1","83789.000000000000",NULL
"Full-time","1","83750.000000000000",NULL
"Full-time","1","83679.000000000000",NULL
"Full-time","23","83500.000000000000",NULL
"Full-time","1","83440.000000000000",NULL
"Full-time","1","83400.000000000000",NULL
"Full-time","1","83320.859375000000",NULL
"Full-time","1","83298.000000000000",NULL
"Full-time","1","83283.000000000000",NULL
"Full-time","1","83243.000000000000",NULL
"Part-time","1","83200.000000000000",NULL
"Full-time","5","83200.000000000000",NULL
"Full-time","1","83105.000000000000",NULL
"Full-time","1","83081.500000000000",NULL
"Full-time","11","83000.000000000000",NULL
"Full-time","1","82926.171875000000",NULL
"Full-time","1","82923.000000000000",NULL
"Full-time","1","82908.000000000000",NULL
"Full-time","3","82879.000000000000",NULL
"Full-time","13","82830.000000000000",NULL
"Full-time","1","82759.000000000000",NULL
"Full-time","1","82750.000000000000",NULL
"Full-time","1","82735.000000000000",NULL
"Full-time","1","82512.148437500000",NULL
"Full-time","85","82500.000000000000",NULL
"Part-time","1","82500.000000000000",NULL
"Contractor","4","82500.000000000000",NULL
"Full-time","1","82473.000000000000",NULL
"Full-time","2","82430.000000000000",NULL
"Full-time","1","82350.500000000000",NULL
"Full-time","1","82315.750000000000",NULL
"Full-time","1","82250.000000000000",NULL
"Full-time","3","82200.000000000000",NULL
"Full-time","1","82150.000000000000",NULL
"Full-time","1","82076.000000000000",NULL
"Full-time","1","82058.000000000000",NULL
"Full-time","2","82051.500000000000",NULL
"Full-time","1","82005.500000000000",NULL
"Full-time","10","82000.000000000000",NULL
"Full-time and Contractor","1","81953.000000000000",NULL
"Full-time","1","81938.000000000000",NULL
"Full-time","4","81900.000000000000",NULL
"Full-time","1","81810.000000000000",NULL
"Full-time","1","81807.500000000000",NULL
"Full-time","1","81800.000000000000",NULL
"Full-time","2","81775.859375000000",NULL
"Full-time","2","81705.000000000000",NULL
"Full-time","1","81700.000000000000",NULL
"Full-time","3","81682.000000000000",NULL
"Full-time","3","81650.000000000000",NULL
"Full-time","1","81641.000000000000",NULL
"Full-time","1","81600.000000000000",NULL
"Full-time","1","81552.000000000000",NULL
"Full-time","1","81550.000000000000",NULL
"Full-time","8","81500.000000000000",NULL
"Contractor","1","81500.000000000000",NULL
"Full-time","1","81450.000000000000",NULL
"Full-time","3","81400.000000000000",NULL
"Part-time","1","81383.500000000000",NULL
"Full-time","3","81350.000000000000",NULL
"Full-time","1","81325.500000000000",NULL
"Full-time","11","81311.500000000000",NULL
"Full-time","1","81200.000000000000",NULL
"Full-time","1","81194.750000000000",NULL
"Full-time","3","81167.000000000000",NULL
"Full-time","2","81047.000000000000",NULL
"Full-time","1","81046.500000000000",NULL
"Full-time","17","81000.000000000000",NULL
"Contractor","1","81000.000000000000",NULL
"Full-time and Part-time","1","81000.000000000000",NULL
"Full-time","1","80979.000000000000",NULL
"Full-time","1","80903.000000000000",NULL
"Full-time","1","80873.000000000000",NULL
"Full-time","87","80850.000000000000",NULL
"Contractor","3","80850.000000000000",NULL
"Full-time","1","80828.500000000000",NULL
"Full-time","1","80811.500000000000",NULL
"Full-time","1","80811.000000000000",NULL
"Full-time and Temp work","1","80740.000000000000",NULL
"Full-time","2","80718.000000000000",NULL
"Full-time","1","80679.664062500000",NULL
"Full-time","2","80600.000000000000",NULL
"Full-time","8","80500.000000000000",NULL
"Contractor","2","80500.000000000000",NULL
"Full-time","1","80454.000000000000",NULL
"Full-time","1","80450.000000000000",NULL
"Full-time","1","80400.000000000000",NULL
"Part-time","1","80258.000000000000",NULL
"Full-time","1","80256.796875000000",NULL
"Full-time","1","80250.000000000000",NULL
"Full-time","1","80230.000000000000",NULL
"Full-time","1","80190.000000000000",NULL
"Full-time","1","80158.281250000000",NULL
"Full-time","2","80080.000000000000",NULL
"Full-time","6","80025.000000000000",NULL
"Full-time and Contractor","1","80000.000000000000",NULL
"Contractor","2","80000.000000000000",NULL
"Full-time","213","80000.000000000000",NULL
"Contractor and Temp work","1","80000.000000000000",NULL
"Full-time and Temp work","1","80000.000000000000",NULL
"Full-time","1","79968.000000000000",NULL
"Full-time","1","79950.000000000000",NULL
"Full-time","5","79930.000000000000",NULL
"Full-time","1","79929.000000000000",NULL
"Full-time","1","79928.406250000000",NULL
"Full-time","1","79900.000000000000",NULL
"Full-time","1","79840.000000000000",NULL
"Full-time","1","79560.000000000000",NULL
"Full-time","1","79559.039062500000",NULL
"Full-time","8","79500.000000000000",NULL
"Full-time","1","79450.000000000000",NULL
"Full-time","1","79415.500000000000",NULL
"Full-time","1","79350.000000000000",NULL
"Full-time","2","79225.000000000000",NULL
"Full-time","279","79200.000000000000",NULL
"Contractor","2","79200.000000000000",NULL
"Contractor","1","79123.687500000000",NULL
"Full-time","1","79060.500000000000",NULL
"Full-time","3","79050.000000000000",NULL
"Full-time","2","79019.000000000000",NULL
"Full-time","4","79000.000000000000",NULL
"Full-time","1","78950.000000000000",NULL
"Full-time","1","78900.000000000000",NULL
"Full-time","1","78841.000000000000",NULL
"Full-time","2","78740.000000000000",NULL
"Full-time","6","78592.000000000000",NULL
"Full-time","1","78582.992187500000",NULL
"Full-time","2","78517.000000000000",NULL
"Full-time","1","78503.882812500000",NULL
"Full-time","4","78500.000000000000",NULL
"Contractor","1","78458.046875000000",NULL
"Full-time","2","78390.000000000000",NULL
"Full-time","1","78369.000000000000",NULL
"Full-time","1","78325.000000000000",NULL
"Full-time","1","78300.000000000000",NULL
"Full-time","1","78295.500000000000",NULL
NULL,"1","78294.000000000000",NULL
"Full-time","5","78294.000000000000",NULL
"Full-time","1","78040.000000000000",NULL
"Full-time","1","78010.000000000000",NULL
"Full-time","8","78000.000000000000",NULL
"Full-time","1","77981.000000000000",NULL
"Full-time","1","77960.000000000000",NULL
"Full-time","1","77884.000000000000",NULL
"Full-time","1","77850.000000000000",NULL
"Full-time","1","77800.000000000000",NULL
"Full-time","1","77738.000000000000",NULL
"Full-time","1","77700.000000000000",NULL
"Full-time","1","77685.500000000000",NULL
"Full-time","1","77660.500000000000",NULL
"Full-time","1","77635.500000000000",NULL
"Full-time","1","77599.960937500000",NULL
"Full-time","1","77584.000000000000",NULL
"Full-time and Temp work","1","77500.000000000000",NULL
"Full-time and Per diem","1","77500.000000000000",NULL
"Full-time","64","77500.000000000000",NULL
"Contractor","3","77500.000000000000",NULL
"Full-time","1","77490.000000000000",NULL
"Full-time","3","77446.000000000000",NULL
"Full-time","1","77400.000000000000",NULL
"Full-time","1","77350.000000000000",NULL
"Full-time and Contractor","1","77334.906250000000",NULL
"Full-time","1","77300.000000000000",NULL
"Full-time","1","77265.000000000000",NULL
"Full-time","1","77250.000000000000",NULL
"Full-time","1","77240.000000000000",NULL
"Full-time","1","77200.000000000000",NULL
"Full-time","2","77169.000000000000",NULL
"Full-time","2","77150.000000000000",NULL
"Full-time","1","77027.500000000000",NULL
"Full-time","5","77017.500000000000",NULL
"Full-time and Temp work","1","77017.500000000000",NULL
"Full-time","8","77000.000000000000",NULL
"Contractor","1","77000.000000000000",NULL
"Full-time","1","76939.203125000000",NULL
"Full-time","2","76892.000000000000",NULL
"Full-time","1","76842.000000000000",NULL
"Full-time","1","76839.000000000000",NULL
"Full-time","1","76832.500000000000",NULL
"Full-time","1","76783.000000000000",NULL
"Full-time","2","76750.000000000000",NULL
"Full-time","3","76747.500000000000",NULL
"Full-time","1","76716.000000000000",NULL
"Contractor","1","76710.500000000000",NULL
"Full-time","2","76650.000000000000",NULL
"Full-time","2","76590.000000000000",NULL
"Full-time","1","76579.000000000000",NULL
"Full-time","1","76559.000000000000",NULL
"Full-time","2","76520.000000000000",NULL
"Full-time","1","76512.500000000000",NULL
"Contractor","1","76500.000000000000",NULL
"Full-time","4","76500.000000000000",NULL
"Full-time","1","76364.500000000000",NULL
"Full-time","1","76350.000000000000",NULL
"Full-time","1","76100.000000000000",NULL
"Full-time","2","76007.000000000000",NULL
"Full-time","3","76000.000000000000",NULL
"Full-time","2","75907.000000000000",NULL
"Full-time and Part-time","1","75900.000000000000",NULL
"Full-time","2","75900.000000000000",NULL
"Full-time","1","75890.500000000000",NULL
"Full-time","1","75874.000000000000",NULL
"Full-time","1","75833.000000000000",NULL
"Full-time","1","75800.000000000000",NULL
"Full-time","1","75795.000000000000",NULL
"Full-time","2","75782.000000000000",NULL
"Full-time","1","75738.835937500000",NULL
"Full-time","1","75725.000000000000",NULL
"Full-time","1","75600.000000000000",NULL
"Full-time","1","75566.000000000000",NULL
"Full-time","1","75565.000000000000",NULL
"Full-time","3","75550.000000000000",NULL
"Full-time","1","75540.000000000000",NULL
"Full-time","4","75500.000000000000",NULL
"Full-time","1","75465.000000000000",NULL
"Full-time","1","75368.500000000000",NULL
"Full-time","1","75318.500000000000",NULL
"Full-time","1","75296.000000000000",NULL
"Full-time","2","75250.000000000000",NULL
"Full-time","1","75216.000000000000",NULL
"Full-time","12","75067.500000000000",NULL
"Full-time and Part-time","1","75000.000000000000",NULL
"Temp work","7","75000.000000000000",NULL
"Part-time","3","75000.000000000000",NULL
"Contractor","14","75000.000000000000",NULL
"Full-time and Temp work","3","75000.000000000000",NULL
"Internship","2","75000.000000000000",NULL
"Contractor and Temp work","1","75000.000000000000",NULL
"Full-time","203","75000.000000000000",NULL
"Part-time","1","74995.000000000000",NULL
"Full-time","1","74977.000000000000",NULL
"Full-time","1","74850.000000000000",NULL
"Full-time","1","74801.500000000000",NULL
"Full-time","1","74800.000000000000",NULL
"Full-time","1","74781.000000000000",NULL
"Full-time","2","74750.000000000000",NULL
"Full-time","1","74726.000000000000",NULL
"Full-time","1","74712.000000000000",NULL
"Full-time","1","74699.953125000000",NULL
"Full-time","5","74500.000000000000",NULL
"Full-time and Part-time","1","74495.500000000000",NULL
"Full-time","1","74495.500000000000",NULL
"Full-time","2","74395.000000000000",NULL
"Full-time","2","74368.500000000000",NULL
"Full-time","2","74350.000000000000",NULL
"Full-time","1","74315.000000000000",NULL
"Full-time","3","74235.000000000000",NULL
"Full-time","1","74224.500000000000",NULL
"Internship","1","74100.000000000000",NULL
"Full-time","13","74050.000000000000",NULL
"Full-time","1","74049.000000000000",NULL
"Full-time","5","74000.000000000000",NULL
"Full-time","1","73840.000000000000",NULL
"Contractor","1","73782.500000000000",NULL
"Full-time","2","73750.000000000000",NULL
"Full-time","1","73696.000000000000",NULL
"Full-time","1","73645.500000000000",NULL
"Full-time and Part-time","1","73639.000000000000",NULL
"Full-time","1","73639.000000000000",NULL
"Full-time","1","73631.000000000000",NULL
"Full-time","2","73600.000000000000",NULL
"Full-time","1","73592.000000000000",NULL
"Full-time","1","73570.500000000000",NULL
"Full-time","5","73500.000000000000",NULL
"Contractor","1","73500.000000000000",NULL
"Full-time","1","73481.000000000000",NULL
"Full-time","1","73453.000000000000",NULL
"Full-time","1","73450.000000000000",NULL
"Full-time","1","73404.500000000000",NULL
"Full-time","1","73264.000000000000",NULL
"Full-time","1","73250.000000000000",NULL
"Full-time","1","73128.843750000000",NULL
"Full-time and Part-time","1","73100.000000000000",NULL
"Full-time","1","73100.000000000000",NULL
"Full-time","1","73079.000000000000",NULL
"Full-time and Part-time","1","73000.000000000000",NULL
"Full-time","9","73000.000000000000",NULL
"Full-time","1","72960.000000000000",NULL
"Full-time","1","72940.000000000000",NULL
"Contractor","1","72900.000000000000",NULL
"Part-time","1","72900.000000000000",NULL
"Full-time","75","72900.000000000000",NULL
"Full-time","1","72883.000000000000",NULL
"Full-time","5","72870.000000000000",NULL
"Full-time and Contractor","1","72861.000000000000",NULL
"Full-time","2","72750.000000000000",NULL
"Full-time and Part-time","1","72549.617187500000",NULL
"Full-time","1","72525.000000000000",NULL
"Full-time","1","72504.000000000000",NULL
"Contractor","5","72500.000000000000",NULL
"Full-time","68","72500.000000000000",NULL
"Full-time","1","72450.000000000000",NULL
"Full-time","1","72272.000000000000",NULL
"Full-time","1","72259.000000000000",NULL
"Full-time","1","72250.000000000000",NULL
"Full-time","2","72208.500000000000",NULL
"Full-time","1","72112.000000000000",NULL
"Full-time","1","72100.000000000000",NULL
"Full-time","1","72037.000000000000",NULL
"Internship","1","72000.000000000000",NULL
"Part-time","1","72000.000000000000",NULL
"Full-time","53","72000.000000000000",NULL
"Full-time","1","71999.976562500000",NULL
"Full-time","4","71850.000000000000",NULL
"Full-time","1","71750.000000000000",NULL
"Full-time","6","71678.000000000000",NULL
"Full-time","1","71647.000000000000",NULL
"Full-time","1","71600.000000000000",NULL
"Full-time","1","71533.000000000000",NULL
"Full-time","6","71500.000000000000",NULL
"Full-time","2","71402.000000000000",NULL
"Full-time","2","71300.000000000000",NULL
"Full-time","10","71280.000000000000",NULL
"Full-time","1","71250.000000000000",NULL
"Full-time","2","71239.000000000000",NULL
"Full-time","1","71100.000000000000",NULL
"Full-time","1","71002.000000000000",NULL
"Full-time and Internship","1","71000.000000000000",NULL
"Full-time","6","71000.000000000000",NULL
"Full-time","1","70842.960937500000",NULL
"Full-time and Part-time","1","70800.000000000000",NULL
"Full-time","2","70700.000000000000",NULL
"Full-time","1","70668.500000000000",NULL
"Full-time","2","70649.000000000000",NULL
"Full-time","1","70641.343750000000",NULL
"Full-time","1","70600.000000000000",NULL
"Full-time","8","70500.000000000000",NULL
"Full-time","1","70469.500000000000",NULL
"Full-time","1","70400.000000000000",NULL
"Full-time","1","70346.000000000000",NULL
"Full-time","1","70290.000000000000",NULL
"Full-time","2","70253.500000000000",NULL
"Full-time","1","70250.000000000000",NULL
"Full-time","1","70234.000000000000",NULL
"Contractor","2","70200.000000000000",NULL
"Full-time","1","70180.796875000000",NULL
"Full-time","1","70103.000000000000",NULL
"Full-time","2","70100.000000000000",NULL
"Full-time","2","70087.000000000000",NULL
"Full-time","231","70000.000000000000",NULL
"Internship","1","70000.000000000000",NULL
"Part-time","2","70000.000000000000",NULL
"Full-time and Temp work","1","70000.000000000000",NULL
"Temp work","1","70000.000000000000",NULL
"Full-time, Part-time, and Contractor","1","70000.000000000000",NULL
"Full-time and Part-time","1","70000.000000000000",NULL
"Full-time and Contractor","1","70000.000000000000",NULL
"Part-time and Contractor","2","70000.000000000000",NULL
NULL,"1","70000.000000000000",NULL
"Contractor","7","70000.000000000000",NULL
"Full-time","1","69979.000000000000",NULL
"Full-time","1","69963.500000000000",NULL
"Full-time","38","69962.500000000000",NULL
"Contractor","2","69962.500000000000",NULL
"Full-time","1","69950.000000000000",NULL
"Contractor","1","69900.000000000000",NULL
"Full-time","3","69900.000000000000",NULL
"Full-time","1","69781.531250000000",NULL
"Full-time","2","69750.000000000000",NULL
"Full-time","4","69591.000000000000",NULL
"Full-time","1","69581.000000000000",NULL
"Full-time","1","69570.000000000000",NULL
"Full-time","4","69500.000000000000",NULL
"Full-time","1","69447.000000000000",NULL
"Full-time","1","69434.000000000000",NULL
"Full-time","1","69415.000000000000",NULL
"Full-time","1","69400.000000000000",NULL
"Contractor","2","69300.000000000000",NULL
"Full-time","24","69300.000000000000",NULL
"Full-time","1","69200.890625000000",NULL
"Full-time","1","69200.000000000000",NULL
"Full-time","1","69118.148437500000",NULL
"Full-time","2","69114.500000000000",NULL
"Full-time","7","69107.000000000000",NULL
"Full-time","1","69104.585937500000",NULL
"Full-time","1","69018.000000000000",NULL
"Full-time","1","69002.000000000000",NULL
"Full-time","1","69001.921875000000",NULL
"Full-time","14","69000.000000000000",NULL
"Full-time","1","68944.000000000000",NULL
"Full-time","4","68900.000000000000",NULL
"Full-time","1","68825.000000000000",NULL
"Full-time","1","68773.000000000000",NULL
"Full-time","1","68700.000000000000",NULL
"Full-time","1","68655.500000000000",NULL
"Full-time","1","68590.500000000000",NULL
"Full-time","5","68500.000000000000",NULL
"Full-time","1","68497.000000000000",NULL
"Full-time","1","68375.500000000000",NULL
"Full-time","1","68363.203125000000",NULL
"Full-time","1","68350.000000000000",NULL
"Full-time","1","68328.546875000000",NULL
"Full-time","1","68122.601562500000",NULL
"Full-time","1","68067.078125000000",NULL
"Full-time","12","68000.000000000000",NULL
"Full-time","2","67922.500000000000",NULL
"Full-time","1","67917.500000000000",NULL
"Full-time","2","67900.000000000000",NULL
"Full-time","1","67897.000000000000",NULL
"Full-time","1","67844.000000000000",NULL
"Full-time and Temp work","1","67818.000000000000",NULL
"Full-time, Temp work, and Internship","1","67818.000000000000",NULL
"Full-time","4","67818.000000000000",NULL
"Full-time","1","67795.000000000000",NULL
"Full-time","1","67650.000000000000",NULL
"Full-time","1","67530.000000000000",NULL
"Full-time","61","67500.000000000000",NULL
"Contractor","2","67500.000000000000",NULL
"Full-time","1","67431.000000000000",NULL
NULL,"1","67194.398437500000",NULL
"Full-time","1","67070.000000000000",NULL
"Full-time","1","67043.000000000000",NULL
"Part-time","3","67000.000000000000",NULL
"Internship","1","67000.000000000000",NULL
"Full-time","3","67000.000000000000",NULL
"Full-time","1","66756.000000000000",NULL
"Contractor","1","66750.000000000000",NULL
"Full-time","1","66749.843750000000",NULL
"Full-time","1","66746.031250000000",NULL
"Full-time","2","66661.500000000000",NULL
"Full-time","1","66661.000000000000",NULL
"Full-time","2","66600.000000000000",NULL
"Full-time","1","66589.000000000000",NULL
"Full-time","2","66500.000000000000",NULL
"Full-time and Internship","1","66500.000000000000",NULL
"Full-time","3","66455.500000000000",NULL
"Full-time","2","66444.500000000000",NULL
"Full-time","1","66400.000000000000",NULL
"Full-time","1","66300.000000000000",NULL
"Full-time","1","66255.671875000000",NULL
"Full-time","4","66250.000000000000",NULL
"Full-time and Part-time","1","66200.000000000000",NULL
"Full-time","1","66169.000000000000",NULL
"Full-time","1","66163.000000000000",NULL
"Full-time","1","66058.000000000000",NULL
"Full-time","1","66053.000000000000",NULL
"Full-time","1","66029.500000000000",NULL
"Full-time","7","66000.000000000000",NULL
"Full-time","1","65954.000000000000",NULL
"Full-time","1","65800.000000000000",NULL
"Contractor","2","65769.000000000000",NULL
"Full-time","3","65752.500000000000",NULL
"Full-time","1","65725.796875000000",NULL
"Full-time","1","65684.000000000000",NULL
"Full-time","2","65500.664062500000",NULL
"Full-time","4","65500.000000000000",NULL
"Full-time","1","65415.000000000000",NULL
"Full-time","1","65350.000000000000",NULL
